serial_no,slide_id,state,district,slide_name,road_location,latitude,longitude,material,movement_type,history
198,AS/DIH/83G08/2020/39,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.18,93.3,Rock,Slide,
199,AS/DIH/83G08/2020/41,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.18,93.3,Debris,Slide,
200,AS/DIH/83G08/2020/42,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.18,93.3,Debris,Slide,
201,ASM/DH/83G4/2016/20,Assam,Dima Hasao,Newngalsong,"Newngalsong village, Mahur",25.184528,93.125639,Debris,Slide,2016
202,AS/DIM/83G4/2015/62,Assam,Dima Hasao,Phaeding-Sunbung Subsidence,8.5 km from Mahur; NH-54,25.186,93.104,Earth,Slide,2014
203,ASM/DH/83G4/2016/21,Assam,Dima Hasao,Heuwangaberam-2,"Heuwangaberam village, Mahur",25.18725,93.120556,Debris,Slide,2016
204,AS/DIM/83G4/2015/63,Assam,Dima Hasao,Bara-wapu village subsidence,South of Bara-wapu village on NH-54,25.188,93.066,Earth,Slide,2014
205,ASM/DH/83G4/2016/41,Assam,Dima Hasao,Lower Haflong slide (Haflong – Gunjung road-12),"Haflong – Gunjung road section, Lower Haflong",25.188444,93.019667,Rock cum Debris,Slide,2016
206,AS/DIM/83G4/2015/37,Assam,Dima Hasao,Asalu slide,"Laisong road, Asalu.",25.189,93.192,Earth,Slide,
207,AS/DIM/83G4/2015/38,Assam,Dima Hasao,Impoi,"Near Impoi village, Laisong road",25.189,93.226,Earth,Slide,
208,ASM/DH/83G4/2016/53,Assam,Dima Hasao,Mahur railway station slide,"Mahur railway station, Haflong",25.189556,93.096417,Debris,Slide,2016
209,AS/DIM/83G4/2015/40,Assam,Dima Hasao,Asalu-3,"Asalu,SH",25.19,93.191,Earth,Slide,
210,AS/DIH/83G08/2020/34,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.19,93.3,Rock,Slide,
211,AS/DIH/83G08/2020/40,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.19,93.3,Rock,Slide,
212,AS/DIH/83G08/2020/44,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.19,93.3,Rock,Fall,
213,AS/DIM/83G4/2015/39,Assam,Dima Hasao,Asalu-2,"Asalu,NH-54",25.191,93.192,Earth,Slide,
214,ASM/DH/83G4/2016/22,Assam,Dima Hasao,Heuwangaberam-3,"Heuwangaberam village, Mahur",25.193083,93.120417,Earth,Slide,2016
215,ASM/DH/83G4/2016/40,Assam,Dima Hasao,Lungkok slide (Haflong – Gunjung road 11),"-Haflong – Gunjung road section, Lungkok village, Lower Haflong",25.196694,93.018583,Rock cum Debris,Slide,2016
216,ASM/DH/83G4/2016/39,Assam,Dima Hasao,Haflong-Gunjung road section slide-10,Lower Haflong,25.199722,93.016722,Debris,Slide,2016
217,AS/DIH/83G08/2020/1,Assam,Dima Hasao,,Data collected from Mahur- Toulpui road.,25.2,93.25,Rock,Slide,
218,AS/DIH/83G08/2020/43,Assam,Dima Hasao,,Mahur-Toulpui road.,25.2,93.25,Rock,Slide,
219,AS/DIM/83G4/2015/50,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.201,93.122,Earth,Slide,2014
220,AS/DIM/83G4/2015/48,Assam,Dima Hasao,Riao,Near Riao Village.,25.204,93.059,Earth,Slide,
221,ASM/DH/83G4/2016/54,Assam,Dima Hasao,Phaiding slide,"Phaiding, Haflong",25.204556,93.138889,Debris,Slide,2016
222,AS/DIM/83G4/2015/46,Assam,Dima Hasao,Pangmol-2,Near Pangmol village,25.205,93.059,Earth,Slide,
223,AS/DIM/83G4/2015/47,Assam,Dima Hasao,Riao,Near Riao village.,25.205,93.008,Earth,Slide,
224,ASM/DH/83G4/2016/07,Assam,Dima Hasao,Haflong – Gunjung slide-1,Near Gunjung village road section,25.205528,93.020139,Rock cum Debris,Slide,2016
225,AS/DIM/83G4/2015/53,Assam,Dima Hasao,Semdikhar,"Semdikhar,NH-54",25.206,93.126,Earth,Slide,2014
226,ASM/DH/83G4/2016/03,Assam,Dima Hasao,Heuwangberam subsidence zone-1,"NH 54, Heuwangberam",25.207389,93.122778,Debris,Subsidence,2016
227,AS/DIM/83G4/2015/51,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.208,93.121,Earth,Slide,2014
228,AS/DIH/83G08/2020/12,Assam,Dima Hasao,,Data collected from Mahur- Toulpui road.,25.21,93.25,Debris,Slide,
229,AS/DIH/83G08/2020/25,Assam,Dima Hasao,,Laisong Bazar to Hejaichak road,25.21,93.31,Debris,Slide,
230,AS/DIH/83G08/2020/27,Assam,Dima Hasao,,"Namna river, Laisong Bazar",25.21,93.31,Debris,Slide,2018
231,ASM/DH/83G4/2016/36,Assam,Dima Hasao,Haflong – Gunjung road section slide- 07,Near Gunjung village road,25.214944,93.021611,Debris,Slide,2016
232,AS/DIM/83C16/2017/05,Assam,Dima Hasao,Robi Nala Slide,MichiduiHaflong road,25.216881,92.982245,Debris,Slide,
233,ASM/DH/83G4/2016/38,Assam,Dima Hasao,Haflong – Gunjung road section slide- 09,"Haflong town, Dima Hasao",25.216944,93.011361,Rock cum Debris,Slide,2016
234,ASM/DH/83G4/2016/37,Assam,Dima Hasao,Haflong – Gunjung road section slide- 08,Near Gunjung village road section,25.2185,93.013111,Debris,Slide,2016
235,AS/DIH/83G08/2020/2,Assam,Dima Hasao,,Laisong bazar to Chhota Laisong road,25.22,93.29,Debris,Slide,
236,AS/DIH/83G08/2020/7,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.22,93.29,Debris,Slide,
237,AS/DIH/83G08/2020/9,Assam,Dima Hasao,,Hejaichak to Hangrum road,25.22,93.34,Debris,Slide,
238,AS/DIH/83G08/2020/10,Assam,Dima Hasao,,Hejaichak to Hangrum road,25.22,93.34,Debris,Slide,
239,AS/DIH/83G08/2020/13,Assam,Dima Hasao,,Hejaichak to Hangrum road,25.22,93.35,Debris,Slide,
240,AS/DIH/83G08/2020/24,Assam,Dima Hasao,,Laisong Bazar to Hejaichak road,25.22,93.32,Debris,Slide,
241,AS/DIH/83G08/2020/47,Assam,Dima Hasao,,Laisong bazar to Chhota Laisong road,25.22,93.29,Rock,Slide,
242,AS/DH/83G04/2018/003,Assam,Dima Hasao,Phiding slide,"Near Phiding Railway Station. Between Mahur and Phiding RS, NFR.",25.224278,93.222861,Debris,Slide,14 June 2018
243,AS/NC/83G04/2009-10/AS-6,Assam,Dima Hasao,Mahur-Wadringdisa slide,,25.229556,93.1556,Debris,Slide,02 April 2010
244,AS/DIH/83G08/2020/28,Assam,Dima Hasao,,Kipeilua village,25.23,93.34,Debris,Slide,
245,AS/DIH/83G08/2020/45,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.23,93.29,Debris,Slide,2018
246,AS/DIM/83C16/2018/26,Assam,Dima Hasao,Kalimkhu,Kalimkhu (MauldemNew Sangbar road),25.238045,92.801279,Soil,Slide,
247,AS/DIH/83G08/2020/4,Assam,Dima Hasao,,Laisong bazar to Chhota Laisong road,25.24,93.28,Debris,Slide,
248,AS/DIH/83G08/2020/5,Assam,Dima Hasao,,Laisong bazar to Chhota Laisong road,25.24,93.27,Debris,Slide,
249,AS/DIH/83G08/2020/6,Assam,Dima Hasao,,Chhota Laisong-Hegolo road,25.24,93.27,Debris,Slide,
250,AS/DIM/83G4/2015/52,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.242,93.14,Earth,Slide,2014
251,ASM/DIM/83C15/2017/03,Assam,Dima Hasao,Kobak Slide.,New Sangbar_ Kobak District Road.,25.257696,92.809603,Earth,Slide,
252,AS/DIM/83G07/2017/65,Assam,Dima Hasao,Thingje–Hereilo slide No.1,Thingje–Hereilo road section,25.263528,93.390611,Rock,Slide,
253,AS/DIM/83G07/2017/66,Assam,Dima Hasao,Thingje–Hereilo slide No.2,Thingje–Hereilo road section,25.264056,93.409528,Rock cum debris,Slide,
254,AS/DIM/83G07/2017/27,Assam,Dima Hasao,Guilong–Semkhor slide No.1,Guilong–Semkhor road section,25.278472,93.252972,Rock cum debris,Slide,
255,AS/DIM/83G07/2017/28,Assam,Dima Hasao,Guilong–Semkhor slide No.2,Guilong–Semkhor road section,25.278917,93.253194,Rock cum debris,Slide,
256,AS/DIM/83G07/2017/29,Assam,Dima Hasao,Guilong–Semkhor slide No.3,Guilong–Semkhor road section.,25.282861,93.296111,Debris,Slide,
257,ASM/DIM/83C15/2017/04,Assam,Dima Hasao,Kobak,New Sangbar-Kobak Road,25.290089,92.799175,Debris cum earth,Slide,
258,AS/DIM/83G07/2017/5,Assam,Dima Hasao,Nchen–Ngaulong slide No.2,Nchen–Ngaulong road section.,25.308028,93.471028,Debris,Slide,
259,AS/DIM/83G7/2017/6,Assam,Dima Hasao,Nchen–Ngaulong slide No.3,Nchen–Ngaulong road section.,25.309111,93.470694,Debris,Slide,
260,ASM/DIM/83C15/2017/06,Assam,Dima Hasao,Vaitongsip,New Sangbar-Kobak road,25.320232,92.818091,Earth,Slide,
261,ASM/DIM/83C15/2017/05,Assam,Dima Hasao,Vaitongsip,New Sangbar-Kobak Road,25.323731,92.80751,Earth,Slide,
262,AS/DIM/83G07/2017/64,Assam,Dima Hasao,Digarkaro Phaipha Slide No.2,Digarkaro–Phaipha road section.,25.328139,93.334056,Rock cum debris,Slide,
263,AS/DIM/83G07/2017/63,Assam,Dima Hasao,Digarkaro–Phaipha Slide No.1,Digarkaro–Phaipha road section.,25.332083,93.334639,Debris,Slide,
264,ASM/DIM/83C15/2017/10,Assam,Dima Hasao,Vaitongsip Slide,Vaitongsip village,25.336054,92.82053,Earth,Slide,
265,AS/DIM/83G07/2017/19,Assam,Dima Hasao,Nutan Hajong–Nablaidisa slide No.1,Nutan Hajong–Nablaidisa road section,25.362583,93.257722,Debris,Slide,
266,AS/DIM/83G07/2017/20,Assam,Dima Hasao,Nutan Hajong–Nablaidisa slide No.2,Nutan Hajong–Nablaidisa road section.,25.369972,93.260306,Rock cum debris,Slide,
267,AS/DIM/83G4/2015/23,Assam,Dima Hasao,Mupa slide,North to Mupa,25.387,93.12,Earth,Flow,
268,AS/DIM/83G07/2017/44,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.13,Approx. 500 m NW of Mongjang.,25.394111,93.410417,Rock cum debris,Slide,
269,ASM/DIM/83C15/2017/14,Assam,Dima Hasao,Gunjang Slide,South to Dehangi (Gunjang- Haflong road),25.395431,92.990267,Earth,Slide,
270,AS/DIM/83G07/2017/30,Assam,Dima Hasao,Nobdi Langting–Phath slide.,Nobdi Langting–Phath road section,25.398083,93.297528,Soil,Slide,
271,AS/DIM/83G07/2017/43,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.12,Kepre Tongikro Mongjang road section.,25.402333,93.407583,Soil,Slide,
272,AS/DIM/83G07/2017/41,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.10,Kepre Tongikro Mongjang road section.,25.402472,93.390444,Debris,Slide,
273,AS/DIM/83G07/2017/42,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.11,Kepre Tongikro Mongjang road section.,25.4025,93.392194,Soil,Slide,
274,AS/DIM/83G4/2015/24,Assam,Dima Hasao,Dedaodip slide,"Dedaodip,NH-54",25.404,93.132,Earth,Slide,
275,AS/DIM/83G4/2015/25,Assam,Dima Hasao,Dedaodip slide,"Dedaodip,NH-54",25.405,93.133,Earth,Slide,
276,AS/DIM/83G07/2017/40,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.9,Kepre Tongikro Mongjang road section.,25.405,93.372194,Rock cum debris,Slide,
277,ASM/DIM/83C15/2017/02,Assam,Dima Hasao,Bagha Slide,Umrangso_Dehangi Highway,25.40837,92.82826,Rock,Slide,
278,AS/DIM/83G07/2017/21,Assam,Dima Hasao,Digar nala slide No.1,Nablaidisa–Nobdi Langting road section,25.408497,93.283436,Soil,Slide,
279,AS/DIM/83G07/2017/22,Assam,Dima Hasao,Digar nala slide No.2,Nablaidisa Nobdi Langting road section.,25.410611,93.284,Soil,Slide,
280,AS/DIM/83G07/2017/23,Assam,Dima Hasao,Digar nala slide No.3,Nobdi Langting–Darangbra road section.,25.416056,93.284222,Soil,Slide,
281,ASM/DIM/83C15/2017/13,Assam,Dima Hasao,Sericulture farm slide.,"Near Sericulture, Dehangi- Umrangso road",25.41616,92.778653,Debris cum earth,Slide,
282,ASM/DH/83G4/2016/04,Assam,Dima Hasao,Mupa-Langting RF Rock slide,"NH 54, Mupa – Langting Reserved Forest",25.417333,93.129083,Rock,Slide,2015
283,AS/DIM/83G07/2017/39,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.8,Kepre Tongikro Mongjang road section.,25.417528,93.372528,Soil,Slide,
284,AS/DIM/83G3/2015/59,Assam,Dima Hasao,Dehangi-1,Near Dehangi village,25.42,93.002,Earth,Slide,2014
285,AS/DIM/83G07/2017/38,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.7,Kepre Tongikro Mongjang road section.,25.420278,93.371306,Debris,Slide,
286,AS/DIM/83G07/2017/37,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.6,Kepre Tongikro Mongjang road section.,25.420806,93.371056,Rock,Fall,
287,AS/DIM/83G07/2017/36,Assam,Dima Hasao,Dongki nala slide.,Kepre Tongikro Mongjang road section.,25.421333,93.370361,Debris,Slide,
288,ASM/DIM/83C15/2017/09,Assam,Dima Hasao,Dehangi Slide,Near Dehangi village,25.422535,92.989119,Debris cum earth,Slide,
289,ASM/DIM/83C15/2017/01,Assam,Dima Hasao,Dehangi Slide,Umrangso_Dehangi Highway,25.423438,92.985022,Debris cum earth,Slide,
290,AS/DIM/83G07/2017/35,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.5,Kepre Tongikro Mongjang road section.,25.423806,93.369722,Debris,Slide,
291,AS/DIM/83G07/2017/34,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.4,Kepre Tongikro Mongjang road section.,25.423861,93.369417,Debris,Slide,
292,AS/DIM/83G3/2015/60,Assam,Dima Hasao,Dehangi-2,Near Dehangi village,25.424,93.0,Earth,Slide,2014
293,AS/DIM/83G07/2017/32,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.2,Kepre Tongikro Mongjang road section.,25.4255,93.363944,Debris,Slide,
294,AS/DIM/83G07/2017/33,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.3,Kepre Tongikro Mongjang road section.,25.425611,93.364444,Debris,Slide,
295,AS/DIM/83G07/2017/24,Assam,Dima Hasao,Darangibra–Kepre slide No.1,Darangibra–Kepre road section.,25.428597,93.312597,Debris,Slide,
296,AS/DIM/83G07/2017/25,Assam,Dima Hasao,NE of Darangibra slide.,Approx. 3.5 km NE of Darangibra.,25.433903,93.328944,Debris,Slide,
297,ASM/DIM/83C15/2017/12,Assam,Dima Hasao,Baigaon Slide,Near Baigaon village,25.434031,92.885056,Debris cum earth,Slide,
298,AS/DIM/83G07/2017/61,Assam,Dima Hasao,Sengya Sambhudhan school slide No.2,Approx. 500 m south of Sengya Sambhudhan school,25.435639,93.405944,Debris,Slide,
299,AS/DIM/83G07/2017/8,Assam,Dima Hasao,New Nkio–Phaikulum slide No.2.,New Nkio–Phaikulum road section.,25.435917,93.455944,Debris,Slide,
300,AS/DIM/83G07/2017/55,Assam,Dima Hasao,Daoblibdisa market slide No.1,Near Daoblibdisa market,25.4365,93.402333,Soil,Slide,
301,AS/DIM/83G07/2017/60,Assam,Dima Hasao,Sengya Sambhudhan school slide No.1,Approx. 500 m south of Sengya Sambhudhan school,25.436528,93.4065,Debris,Slide,
302,AS/DIM/83G07/2017/62,Assam,Dima Hasao,Sengya Sambhudhan school slide No.3,Approx. 500 m south of sengya Sambhudhan school,25.436639,93.405917,Debris,Slide,
303,AS/DIM/83G07/2017/56,Assam,Dima Hasao,Daoblibdisa market slide No.2,Near Daoblibdisa market,25.436694,93.402944,Soil,Slide,
304,AS/DIM/83G07/2017/58,Assam,Dima Hasao,Daoblibdisa market slide No.4,Near Daoblibdisa market,25.436861,93.404583,Debris,Slide,
305,AS/DIM/83G07/2017/2,Assam,Dima Hasao,New Nkio–Phaikulum slide No.1.,New Nkio–Phaikulum road section.,25.436972,93.454111,Debris,Slide,
306,AS/DIM/83G07/2017/57,Assam,Dima Hasao,Daoblibdisa market slide No.3,Near Daoblibdisa market,25.437111,93.403639,Soil,Slide,
307,AS/DIM/83G07/2017/59,Assam,Dima Hasao,Daoblibdisa market slide No.5,Near Daoblibdisa market,25.4375,93.404444,Debris,Slide,
308,AS/DIM/83G07/2017/67,Assam,Dima Hasao,Greenwood school compound Slide.,"Greenwood school compound, Khepre.",25.437722,93.349889,Soil,Slide,
309,AS/DIM/83G07/2017/31,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.1,Kepre Tongikro Mongjang road section.,25.438694,93.362583,Debris,Slide,
310,ASM/DIM/83C15/2017/08,Assam,Dima Hasao,Amardisa Slide,Near Amardisa village,25.438723,92.912025,Earth,Slide,
311,AS/DIM/83G07/2017/26,Assam,Dima Hasao,Darangibra–Kepre slide No.2,Darangibra–Kepre road section.,25.439372,93.354197,Debris,Slide,
312,ASM/DIM/83C15/2017/11,Assam,Dima Hasao,Amrudissa slide,Near Amrudisa village,25.441734,92.892033,Debris cum earth,Slide,
313,ASM/DIM/83C15/2017/15,Assam,Dima Hasao,Amrudisa Slide,Near Amrudisa village,25.441757,92.907383,Earth,Slide,
314,ASM/DIM/83C15/2017/07,Assam,Dima Hasao,Dalmia cement plant slide.,"Dalmia cement plant, 16 kilo.",25.443082,92.989873,Earth,Slide,
315,AS/DIM/83G07/2017/18,Assam,Dima Hasao,Nkio–Prasadimdik slide No.8,Nkio–Prasadimdik road section.,25.443417,93.421444,Debris,Slide,
316,AS/DIM/83G07/2017/11,Assam,Dima Hasao,Nkio Prasadimdik slide No.1,NkioPrasadimdik road section,25.443639,93.431444,Debris,Slide,
317,AS/DIM/83G07/2017/13,Assam,Dima Hasao,Nkio–Prasadimdik slide No.3,Nkio–Prasadimdik road section.,25.443861,93.426222,Debris,Slide,
318,AS/DIM/83G07/2017/17,Assam,Dima Hasao,Nkio–Prasadimdik slide No.7,Nkio–Prasadimdik road section.,25.443972,93.422778,Debris,Slide,
319,AS/DIM/83G07/2017/12,Assam,Dima Hasao,Nkio–Prasadimdik slide No.2,Nkio–Prasadimdik road section.,25.444028,93.4265,Debris,Slide,
320,AS/DIM/83G07/2017/14,Assam,Dima Hasao,Nkio–Prasadimdik slide No.4,Nkio–Prasadimdik road section.,25.444167,93.425528,Rock cum debris,Slide,
321,AS/DIM/83G07/2017/15,Assam,Dima Hasao,Nkio Prasadimdik slide No.5,Nkio Prasadimdik road section.,25.444194,93.424694,Debris,Slide,
322,AS/DIM/83G07/2017/16,Assam,Dima Hasao,Nkio–Prasadimdik slide No.6,Nkio–Prasadimdik road section.,25.444306,93.423944,Debris,Slide,
323,AS/DIM/83G07/2017/54,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.10,Kepre–Koladisa–Prasadimdik road section,25.446056,93.408583,Debris,Slide,
324,AS/DIM/83G07/2017/45,Assam,Dima Hasao,Kepre–Koladisa Prasadimdik slide No.1,Kepre–Koladisa Prasadimdik road section,25.447528,93.364417,Rock cum debris,Slide,
325,AS/DIM/83G07/2017/46,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.2,Kepre–Koladisa–Prasadimdik road section,25.449056,93.370861,Debris,Slide,
326,AS/DIM/83G07/2017/53,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.9,Kepre–Koladisa–Prasadimdik road section,25.452278,93.394333,Soil,Slide,
327,AS/DIM/83G07/2017/52,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.8,Kepre–Koladisa–Prasadimdik road section,25.453167,93.394667,Soil,Slide,
328,AS/DIM/83G07/2017/47,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.3,Kepre–Koladisa–Prasadimdik road section,25.453528,93.371194,Debris,Slide,
329,AS/DIM/83G07/2017/48,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.4,Kepre–Koladisa–Prasadimdik road section,25.453611,93.371389,Debris,Slide,
330,AS/DIM/83G07/2017/50,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.6,Kepre–Koladisa–Prasadimdik road section,25.454083,93.375972,Debris,Slide,
331,AS/DIM/83G07/2017/49,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.5,Kepre–Koladisa–Prasadimdik road section,25.455333,93.374472,Debris,Slide,
332,AS/DIM/83G07/2017/51,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide No.7,Kepre–Koladisa–Prasadimdik road section,25.462361,93.384306,Debris,Slide,
333,AS/DIM/83G2/2015/07,Assam,Dima Hasao,,"NH 54, near Langting, Dima Hasao (NC Hills)",25.50669,93.10536,Debris,Slide,2015
334,ASM/DIM/83C15/2017/16,Assam,Dima Hasao,16 Kilo Slide-II,Near Limestone Quarry of Dalmia cement plant,25.513567,92.784825,Debris cum earth,Subsidence,
335,ASM/DIM/83C15/2017/07,Assam,Dima Hasao,Dalmia cement plant slide.,"Dalmia cement plant, 16 kilo.",25.51402,92.765435,Debris cum earth,Slide,
336,ASM/DIM/83C10/2016/32,Assam,Dima Hasao,Lumsajor (Kopili Power house road),Kopili road,25.569,92.71653,Debris,Slide,
337,ASM/DIM/83C10/2016/33,Assam,Dima Hasao,S of Namghar (NEEPCO colony),Kopili road,25.57994,92.72822,Debris,Slide,
338,AS/DIM/83G2/2015/04,Assam,Dima Hasao,,"NH 54, about 1.5 km West of Purana Dibolong",25.61092,93.09178,Debris,Slide,2015
339,AS/DIM/83G2/2015/06,Assam,Dima Hasao,,"NH 54, 3 km North of Hatikhali",25.64897,93.12083,Debris,Slide,2015
340,AS/DIM/83G2/2015/02,Assam,Dima Hasao,,"NH 54, about 2.5 km SEof Langlao Disa (NC Hills)",25.65167,93.12083,Earth,Slide,2014
341,AS/DIM/83G2/2015/03,Assam,Dima Hasao,,"NH 54, about 2km SE of Langlao Disa (NC Hills)",25.65792,93.11811,Debris,Slide,2014
342,AS/DIM/83G2/2015/01,Assam,Dima Hasao,,"NH 54, about 2km SE of Langlao Disa (NC Hills)",25.65839,93.11808,Debris,Slide,2015
343,AS/DIM/83G2/2015/05,Assam,Dima Hasao,,"NH 54, about 1 km East of Langlao Disa",25.67153,93.11522,Debris,Topple,2015
344,AS/DIM/83G2/2015/10,Assam,Dima Hasao,,"Manderdisa Daolapur 3, Dima Hasao",25.72486,93.131083,Debris,Slide,2015
345,AS/DIM/83G2/2015/09,Assam,Dima Hasao,,"Manderdisa Daolapur 3, Dima Hasao",25.72561,93.13075,Debris,Slide,2015
346,ASM/WKA/83C09/2016/26,Assam,West Karbi Anglong,Umpu,"SH-18, S of Umpu",25.75933,92.52258,Earth cum Rock,Slide,
347,AS/KAM/78O5/2020/4,Assam,Kamrup (Rural),Noth Lumpi slide,Boko-Lumpi road,25.79,91.24,Debris,Slide,
348,ASM/WKA/83C09/2016/25,Assam,West Karbi Anglong,NW of Umrasi,"SH-18, Hamren-Umpu road",25.79939,92.52653,Earth,Slide,
349,ASM/WKA/83B08/2017/47,Assam,West Karbi Anglong,Hamren-Longpai road slide,"~1 Km North of Longpai, Longpai road section",25.809417,92.474833,Rock cum Debris,Slide,2016
350,AS/KAR/83G09/2017/1,Assam,Karbi Anglong,Dhansiri,DiphuDhansiri road,25.81044,93.58616,Soil,Slide,
351,ASM/WKA/83C09/2016/18,Assam,West Karbi Anglong,N of Rongkhong-4,"SH-18, Hamren-Umpu road",25.81175,92.55003,Earth,Slide,
352,ASM/WKA/83C09/2016/19,Assam,West Karbi Anglong,N of Rongkhong-5,"SH-18, Hamren-Umpu road",25.812,92.55069,Debris,Slide,
353,ASM/WKA/83C09/2016/17,Assam,West Karbi Anglong,N of Rongkhong-3,"SH-18, Hamren-Umpu road",25.81236,92.55156,Earth,Slide,
354,ASM/WKA/83C09/2016/16,Assam,West Karbi Anglong,N of Rongkhong-2,"SH-18, Hamren-Umpu road",25.81428,92.55422,Debris,Slide,
355,ASM/WKA/83C09/2016/15,Assam,West Karbi Anglong,N of Rongkhong-1,"SH-18, Hamren-Umpu road",25.81542,92.5535,Debris,Slide,
356,ASM/WKA/83C09/2016/37,Assam,West Karbi Anglong,Derajuri-2,Pangyatiso-Derajuri-Kolonga road,25.81678,92.71878,Earth,Slide,
357,ASM/WKA/83C09/2016/36,Assam,West Karbi Anglong,Derajuri-1,Pangyatiso-Derajuri-Kolonga road,25.81689,92.71744,Earth,Slide,
358,AS/NAG/83G2/2015/08,Assam,Nagaon,,"NH 54, About 2km SW of Arlongapai, Nagaon",25.81756,93.10886,Rock,Fall,2015
359,ASM/WKA/83C09/2016/38,Assam,West Karbi Anglong,N of Tarang,Pangyatiso-Derajuri-Kolonga road,25.81806,92.74872,Earth,Slide,
360,ASM/WKA/83C09/2016/14,Assam,West Karbi Anglong,S of Ambinong-4,"SH-18, Hamren-Umpu road",25.82108,92.544,Debris,Slide,
361,ASM/WKA/83C09/2016/13,Assam,West Karbi Anglong,S of Ambinong-3,"SH-18, Hamren-Umpu road",25.822458,92.546381,Debris,Slide,
362,AS/KAR/83G05/2017/13,Assam,Karbi Anglong,Taralangso,DiphuLumding road,25.82522,93.4243,Soil cum debris,Slide,
363,ASM/WKA/83C09/2016/12,Assam,West Karbi Anglong,S of Ambinong-2,"SH-18, Hamren-Umpu road",25.82528,92.54775,Rock cum Debris,Slide,
364,ASM/WKA/83C09/2016/11,Assam,West Karbi Anglong,S of Ambinong-1,"SH-18, Hamren-Umpu road",25.82769,92.55658,Earth cum Rock,Slide,
365,AS/KAR/83G05/2017/2,Assam,Karbi Anglong,Panbari,DiphuDhansiri road,25.83128,93.45257,Soil cum debris,Slide,
366,AS/KAM/78O5/2020/3,Assam,Kamrup (Rural),Ukiam slide,Ukiam,25.84,91.35,Debris,Slide,2018
367,AS/KAR/83G05/2017/14,Assam,Karbi Anglong,Dharamnala1,Diphu,25.84152,93.45138,Soil,Slide,
368,AS/KAR/83G05/2017/16,Assam,Karbi Anglong,Dharamnala2,Diphu,25.84267,93.45244,Soil cum debris,Slide,
369,AS/KAR/83G05/2017/15,Assam,Karbi Anglong,Matipung,Diphu,25.84444,93.45331,Soil cum debris,Slide,
370,ASM/WKA/83C09/2016/24,Assam,West Karbi Anglong,Amlong,Hamren-Amlong road,25.84494,92.61514,Debris,Slide,
371,AS/KAR/83G09/2017/10,Assam,Karbi Anglong,Hafjan Kidingpur5,DhansiriChiru Timung road,25.84512,93.56682,Debris,Slide,
372,AS/KAR/83G09/2017/19,Assam,Karbi Anglong,Nowgong2,Along Northeast Frontiers Railway line,25.84516,93.68408,Debris,Slide,
373,AS/KAR/83G09/2017/18,Assam,Karbi Anglong,Nowgong1,DiphuDimapur road,25.84541,93.68312,Debris,Slide,
374,AS/KAR/83G09/2017/20,Assam,Karbi Anglong,Nowgong3,Along Northeast Frontiers Railway line,25.8465,93.687,Debris,Slide,
375,AS/KAR/83G09/2017/17,Assam,Karbi Anglong,NowgongTilabasti,Near Railway line,25.84782,93.70174,Rock cum debris,Slide,
376,ASM/WKA/83C09/2016/23,Assam,West Karbi Anglong,Pangyatiso,Mikading-Pangyatiso-Ranghidi road,25.84875,92.68328,Rock cum Debris,Slide,
377,ASM/WKA/83C09/2016/22,Assam,West Karbi Anglong,NE of Pangyatiso-3,Mikading-Pangyatiso-Ranghidi road,25.84967,92.69042,Earth cum Rock,Slide,
